Cu,Ni,Al,r,del_r,del_EN,S,VEC,resistivity
0.0,0.0,1.0,125.0,0.0,0.0,-0.0,3.0,-5.497019
0.0,0.02,0.98,124.8,1.4,0.0419999999999999,0.8150971878076918,3.14,129.28487
0.0,0.04,0.96,124.6,1.9595917942265424,0.0587877538267962,1.3962876442619143,3.28,257.21982
0.0,0.06,0.94,124.4,2.374868417407584,0.0712460525222274,1.8870079820700256,3.42,293.91873
0.0,0.08,0.92,124.2,2.7129319932501077,0.0813879597975031,2.317688556884036,3.5600000000000005,318.15872
0.0,0.1,0.9,124.0,3.0,0.0899999999999999,2.7027398407765,3.7,339.17172
0.0,0.12,0.88,123.8,3.249615361854384,0.0974884608556314,3.050614377441308,3.84,347.8845
0.0,0.14,0.86,123.6,3.4698703145794947,0.1040961094373847,3.366866414821585,3.98,353.43344
0.0,0.16,0.84,123.4,3.666060555964672,0.1099818166789401,3.6554153773427656,4.12,354.35095
0.0,0.18,0.82,123.2,3.841874542459709,0.1152562362737912,3.9191654493391233,4.26,343.8881
0.0,0.2,0.8,123.0,4.0,0.1199999999999999,4.160345749296494,4.4,334.45602
0.0,0.22,0.78,122.8,4.142463035441596,0.1242738910632478,4.380712791340496,4.54,336.23425
0.0,0.24,0.76,122.6,4.2708313008125245,0.1281249390243756,4.581678522115092,4.68,339.9059
0.0,0.26,0.74,122.4,4.386342439892262,0.1315902731967677,4.764395209030629,4.82,337.85034
0.0,0.28,0.72,122.2,4.48998886412873,0.1346996659238618,4.929813881258303,4.960000000000001,339.6452
0.0,0.3,0.7,122.0,4.58257569495584,0.1374772708486751,5.078725807284385,5.1,343.79114
0.0,0.32,0.68,121.8,4.66476151587624,0.1399428454762871,5.211792670257152,5.24,336.6422
0.0,0.34,0.66,121.6,4.737087712930805,0.142112631387924,5.329568963103927,5.380000000000001,328.97952
0.0,0.36,0.64,121.4,4.8,0.1439999999999999,5.432518871514836,5.52,321.5883
0.0,0.38,0.62,121.2,4.853864439804639,0.145615933194139,5.521029148253994,5.66,318.4996
0.0,0.4,0.6,121.0,4.898979485566356,0.1469693845669906,5.595418999514958,5.8,316.4432
0.0,0.42,0.58,120.8,4.935585071701226,0.1480675521510367,5.655947689597564,5.94,323.90173
0.0,0.44,0.56,120.6,4.963869458396343,0.1489160837518902,5.702820359298228,6.08,338.27783
0.0,0.46,0.54,120.4,4.983974317750845,0.1495192295325252,5.736192407823133,6.220000000000001,339.5695
0.0,0.48,0.52,120.2,4.995998398718719,0.1498799519615614,5.756172684385939,6.359999999999999,341.90475
0.0,0.5,0.5,120.0,5.0,0.1499999999999999,5.762825659175385,6.5,340.32907
0.0,0.52,0.48,119.8,4.995998398718719,0.1498799519615614,5.756172684385939,6.640000000000001,332.66953
0.0,0.54,0.46,119.6,4.983974317750845,0.1495192295325252,5.736192407823133,6.78,326.39096
0.0,0.56,0.44,119.4,4.963869458396343,0.1489160837518902,5.702820359298228,6.920000000000001,320.59073
0.0,0.58,0.42,119.2,4.935585071701226,0.1480675521510367,5.655947689597564,7.06,314.00107
0.0,0.6,0.4,119.0,4.898979485566356,0.1469693845669906,5.595418999514958,7.2,308.49548
0.0,0.62,0.38,118.8,4.853864439804639,0.145615933194139,5.521029148253994,7.34,302.53427
0.0,0.64,0.36,118.6,4.8,0.1439999999999999,5.432518871514836,7.48,283.3267
0.0,0.66,0.34,118.4,4.737087712930805,0.142112631387924,5.329568963103927,7.620000000000001,251.13333
0.0,0.68,0.32,118.2,4.66476151587624,0.1399428454762871,5.211792670257152,7.760000000000001,217.17755
0.0,0.7,0.3,118.0,4.58257569495584,0.1374772708486751,5.078725807284385,7.9,197.11249
0.0,0.72,0.28,117.8,4.48998886412873,0.1346996659238618,4.929813881258303,8.04,175.47415
0.0,0.74,0.26,117.6,4.386342439892262,0.1315902731967677,4.764395209030629,8.18,153.12708
0.0,0.76,0.24,117.4,4.2708313008125245,0.1281249390243756,4.581678522115092,8.32,128.58003
0.0,0.78,0.22,117.2,4.142463035441596,0.1242738910632478,4.380712791340496,8.46,98.37461
0.0,0.8,0.2,117.0,4.0,0.1199999999999999,4.160345749296494,8.6,87.8869
0.0,0.82,0.18,116.8,3.841874542459709,0.1152562362737912,3.9191654493391233,8.739999999999998,96.53079
0.0,0.84,0.16,116.6,3.666060555964672,0.1099818166789401,3.6554153773427656,8.88,82.60024
